cloth_class,product_price,product_name
外套大衣,"NT$ 5,490",補丁派克外套
外套大衣,"NT$ 3,990",短版連帽厚外套
外套大衣,"NT$ 2,790",毛圈呢大衣
外套大衣,"NT$ 2,790",毛圈呢大衣
外套大衣,"NT$ 1,990",人造皮夾克
外套大衣,"NT$ 1,990",人造皮夾克
外套大衣,"NT$ 5,490",格紋大衣
外套大衣,"NT$ 4,990",人造皮草連帽羽絨外套
外套大衣,"NT$ 3,490",男士大衣
外套大衣,"NT$ 3,490",男士大衣
外套大衣,"NT$ 2,790",柔軟人造皮草大衣
外套大衣,"NT$ 1,990",雙層布料大衣
外套大衣,"NT$ 1,990",雙層布料大衣
外套大衣,"NT$ 4,490",羊毛雙排扣大衣
外套大衣,"NT$ 3,490",花卉刺繡飛行員夾克
鞋,"NT$ 2,790",織物襪型運動鞋
外套大衣,"NT$ 3,490",花卉刺繡飛行員夾克
外套大衣,"NT$ 3,990",絨毛內襯大衣
外套大衣,"NT$ 4,990",人造皮草連帽派克外套
外套大衣,"NT$ 4,990",紐扣飾大衣
外套大衣,"NT$ 2,790",動物斑紋印花夾克
外套大衣,"NT$ 1,990",雙層布料大衣
外套大衣,"NT$ 4,490",撥水風衣
外套大衣,"NT$ 4,990",口袋設計大衣
外套大衣,"NT$ 4,990",口袋設計大衣
外套大衣,"NT$ 3,990",人造皮草短版外套
外套大衣,"NT$ 5,490",長版大衣
外套大衣,"NT$ 5,490",長版大衣
外套大衣,"NT$ 3,990",男性風大衣
外套大衣,"NT$ 3,490",人造皮草短版外套
外套大衣,"NT$ 1,990",雙面布料大衣
外套大衣,"NT$ 3,990",人造皮草短版外套
外套大衣,"NT$ 3,990",人造皮草短版外套
外套大衣,"NT$ 3,990",斗篷外套
鞋,"NT$ 1,990",拉鍊運動短靴
鞋,"NT$ 3,490",人造皮草短靴
鞋,"NT$ 1,490",平底襪型短靴
鞋,"NT$ 3,990",蝴蝶結飾真皮低跟短靴
鞋,"NT$ 1,990",金屬面中跟短靴
鞋,"NT$ 1,290",金屬色露跟高跟鞋
鞋,"NT$ 4,490",加大碼搭扣真皮短靴
外套大衣,"NT$ 3,990",斗篷外套
外套大衣,"NT$ 3,990",刺繡人造毛皮外套
外套大衣,"NT$ 3,490",壓膠連帽厚外套
外套大衣,"NT$ 2,790",加大碼飛行員夾克
外套大衣,"NT$ 4,490",手工羊毛大衣
外套大衣,"NT$ 4,490",手工羊毛大衣
外套大衣,"NT$ 1,990",雙面布料大衣
外套大衣,"NT$ 1,490",縐綢飛行員夾克
外套大衣,"NT$ 3,990",漆皮拼接騎士大衣
外套大衣,"NT$ 3,490",格紋大衣
外套大衣,"NT$ 3,490",格紋大衣
外套大衣,"NT$ 3,490",人造皮拼接長版外套
外套大衣,"NT$ 4,490",人造毛料滾邊連帽派克外套
外套大衣,"NT$ 3,490",雙面布料加大碼大衣
配飾,NT$ 890,格紋圍裹式圍巾
運動系列,"NT$ 1,490",雙層布料運動外套
鞋,"NT$ 2,790",軍風短靴
鞋,"NT$ 3,990",帶扣真皮短靴
鞋,"NT$ 3,990",絆帶真皮短靴
鞋,"NT$ 1,490",天鵝絨高跟短靴
鞋,"NT$ 1,490",金屬色高跟短靴
鞋,"NT$ 2,790",溝紋鞋底真皮短靴 #JOINLIFE
鞋,"NT$ 1,490",彈性運動鞋
鞋,"NT$ 3,490",溝紋鞋底真皮高跟涼鞋
鞋,"NT$ 2,790",絆帶真皮短靴
鞋,"NT$ 3,990",真皮包頭高跟短靴
外套大衣,"NT$ 2,790",加大碼大衣
外套大衣,"NT$ 2,790",人造皮草領口大衣
外套大衣,"NT$ 4,490",連帽外套
外套大衣,"NT$ 4,490",連帽外套
外套大衣,"NT$ 1,990",人造皮夾克
外套大衣,"NT$ 2,790",人造皮草領口大衣
外套大衣,"NT$ 3,490",人造皮草設計牛仔外套
外套大衣,"NT$ 3,490",人造皮草設計牛仔外套
外套大衣,"NT$ 5,490",刺繡抵肩大衣
外套大衣,"NT$ 5,490",刺繡抵肩大衣
外套大衣,"NT$ 4,490",羊毛超長版大衣
外套大衣,"NT$ 3,990",雙排扣外套
外套大衣,"NT$ 3,990",雙排扣外套
外套大衣,"NT$ 2,790",長版羽絨外套
外套大衣,"NT$ 3,490",長版連帽機師夾克
外套大衣,"NT$ 3,490",長版連帽機師夾克
外套大衣,"NT$ 3,490",金色紐扣長版大衣
外套大衣,"NT$ 4,990",雙排扣大衣
配飾,NT$ 990,柔軟針織圍巾
配飾,"NT$ 1,290",柔軟人造皮草細圍脖
配飾,"NT$ 1,290",柔軟人造皮草細圍脖
配飾,NT$ 990,格紋柔軟圍巾
配飾,NT$ 690,閃亮長耳墜
配飾,NT$ 890,閃亮人造寶石貼頸短頸鍊
配飾,NT$ 790,3 件裝珍珠貼頸頸鍊
配飾,NT$ 590,2 件裝天鵝絨貼頸項鍊
配飾,NT$ 590,2 件裝天鵝絨貼頸項鍊
配飾,NT$ 890,2 件裝正面蝴蝶結飾貼頸短頸鍊
配飾,"NT$ 1,190",珍珠長頸鍊
配飾,"NT$ 1,190",條紋軟質圍巾
配飾,NT$ 690,閃電印花折疊雨傘
配飾,NT$ 790,拉鍊手套
配飾,NT$ 690,星星長耳墜
配飾,NT$ 590,星星耳環組合
配飾,NT$ 690,3 件裝貼頸項鍊
運動系列,"NT$ 1,190",網眼設計運動風連身長褲
運動系列,"NT$ 1,790",防水雙層運動外套
運動系列,NT$ 790,絹網開叉上衣
運動系列,NT$ 690,天鵝絨短版 T 恤
運動系列,NT$ 790,黑色漆皮雨衣
鞋,"NT$ 3,990",真皮高跟短靴
鞋,"NT$ 2,790",細鉚釘芭蕾平底鞋
鞋,"NT$ 1,990",透明設計高跟鞋
鞋,"NT$ 2,790",彈性過膝高跟長靴
鞋,"NT$ 2,790",彈性高跟長靴
鞋,"NT$ 1,290",軟質棉緞芭蕾平底鞋
鞋,"NT$ 1,290",軟質棉緞芭蕾平底鞋
鞋,"NT$ 1,290",蝴蝶結平底鞋
鞋,"NT$ 1,290",蝴蝶結飾平底鞋
鞋,"NT$ 1,990",絨面真皮橡膠底運動鞋
鞋,"NT$ 1,990",真皮運動鞋
鞋,"NT$ 3,990",絨球綴飾真皮高跟短靴
鞋,"NT$ 1,990",綢緞細帶高跟鞋
外套大衣,"NT$ 3,990",防水風衣
外套大衣,"NT$ 3,990",防水風衣
外套大衣,"NT$ 3,990",金屬色真皮外套
外套大衣,"NT$ 1,990",翻領外套
外套大衣,"NT$ 1,990",雙層布料大衣
外套大衣,"NT$ 3,990",絨毛與絨面人造皮夾克
外套大衣,"NT$ 7,490",雙排扣厚外套
外套大衣,"NT$ 5,490",雙排扣大衣
外套大衣,"NT$ 5,990",補丁大衣
外套大衣,"NT$ 5,990",補丁大衣
外套大衣,"NT$ 4,490",人造皮草領風衣
外套大衣,"NT$ 1,990",翻領外套
配飾,NT$ 790,閃亮人造寶石頸鍊
配飾,NT$ 790,STUDIO 系列雙環鍊耳環
配飾,NT$ 990,柔軟觸感素面圍巾
配飾,NT$ 890,多色菱格紋圍巾
配飾,"NT$ 1,190",天鵝絨緞帶設計寬沿帽
配飾,"NT$ 1,290",星星細帶天鵝絨毛氈帽
配飾,NT$ 790,補丁帆布小包
配飾,NT$ 690,迷彩帽
配飾,NT$ 890,條紋軟質圍巾
配飾,NT$ 990,寬條紋柔軟薄圍巾
配飾,NT$ 990,寬條紋圍裹式薄圍巾
配飾,NT$ 790,4 件裝人造寶石耳環
配飾,NT$ 690,3 件裝閃亮蕾絲貼頸短頸鍊
配飾,NT$ 790,3 件裝閃亮貼頸頸鍊
配飾,NT$ 790,2 件裝星星天鵝絨貼頸頸鍊
配飾,NT$ 790,2 件裝多色貼頸短頸鍊
配飾,NT$ 590,天鵝絨髮帶
配飾,NT$ 590,天鵝絨髮帶
配飾,NT$ 690,印字天鵝絨棒球帽
基本款,NT$ 450,高領 T 恤
運動系列,NT$ 890,運動大包
運動系列,"NT$ 2,790",金屬色運動手套
運動系列,NT$ 590,拼接連體衣
運動系列,NT$ 790,撞色交叉 T 恤
運動系列,NT$ 790,絹網袖運動衫
運動系列,NT$ 790,透視運動外套
運動系列,NT$ 890,運動小包
運動系列,"NT$ 1,190",銀色短褲
運動系列,NT$ 450,拼接運動上衣
運動系列,NT$ 790,加大碼瑜伽運動衫
運動系列,NT$ 690,拼接網眼外套
運動系列,NT$ 990,閃亮寬版 T 恤
運動系列,"NT$ 1,790",抽繩腰身薄紗洋裝
鞋,"NT$ 1,990",網眼高跟短靴
鞋,"NT$ 4,490",透明塑料鞋跟真皮短靴
鞋,"NT$ 1,990",天鵝絨細跟高跟鞋
鞋,"NT$ 2,490",扣環設計露跟高跟鞋
鞋,"NT$ 3,490",天鵝絨高跟短靴
鞋,"NT$ 1,990",天鵝絨高跟短靴
鞋,"NT$ 1,990",黑色德比鞋
鞋,"NT$ 1,490",絨球飾真皮芭蕾平底鞋
鞋,"NT$ 1,490",軟質真皮芭蕾平底鞋
鞋,"NT$ 1,490",軟質真皮芭蕾平底鞋
鞋,"NT$ 3,490",金屬鞋跟真皮短靴
鞋,"NT$ 3,490",金屬鞋跟真皮短靴
鞋,"NT$ 1,990",拼接真皮運動鞋
鞋,"NT$ 1,990",絨球設計真皮運動鞋
鞋,"NT$ 1,490",露跟德比鞋
鞋,"NT$ 1,490",露跟德比鞋
鞋,"NT$ 3,490",真皮交叉帶短靴
鞋,"NT$ 2,790",包覆設計真皮高跟鞋
外套大衣,"NT$ 2,790",縐綢禮服式外套
外套大衣,"NT$ 2,790",雙排扣長版外套
外套大衣,"NT$ 3,490",飄逸風衣
外套大衣,"NT$ 3,490",人造皮夾克
外套大衣,"NT$ 3,490",人造皮夾克
外套大衣,"NT$ 4,990",手工大衣
外套大衣,"NT$ 1,490",雙排扣西裝背心
外套大衣,"NT$ 2,790",迷彩印花短版羽絨外套
外套大衣,"NT$ 5,990",粗呢 A 字外套
外套大衣,"NT$ 5,990",粗呢 A 字外套
外套大衣,"NT$ 5,490",加大碼騎士大衣
外套大衣,"NT$ 5,490",軍風大衣
配飾,"NT$ 2,790",加大碼人造皮草披肩
配飾,"NT$ 2,790",條紋加大碼人造皮草披肩
配飾,NT$ 890,條紋印花柔軟圍巾
配飾,NT$ 990,柔軟觸感條紋圍巾
配飾,NT$ 590,天鵝絨長圍巾
配飾,NT$ 890,豹紋印花柔軟圍巾
配飾,NT$ 790,貼頸短頸鍊和長頸鍊組合
配飾,NT$ 790,貼頸短頸鍊與長頸鍊組合
配飾,NT$ 790,STUDIO 系列球狀長耳墜
配飾,NT$ 790,STUDIO 系列球狀長耳墜
配飾,NT$ 790,STUDIO 系列環形耳環
配飾,NT$ 790,STUDIO 系列印章戒指組合
配飾,NT$ 790,STUDIO 系列雙戒指組合
配飾,"NT$ 1,290",人造皮草圓帽
基本款,NT$ 690,超長版 T 恤
基本款,NT$ 690,A 字 T 恤
基本款,NT$ 690,A 字 T 恤
基本款,NT$ 690,A 字 T 恤
基本款,NT$ 690,基本款 V 領 T 恤
基本款,NT$ 690,基本款 V 領 T 恤
基本款,NT$ 690,基本款 V 領 T 恤
基本款,NT$ 450,環保棉 T 恤
基本款,NT$ 690,紐扣 T 恤
運動系列,NT$ 890,拼接薄紗洋裝
運動系列,NT$ 990,蝴蝶結飾短外套
運動系列,"NT$ 1,190",雙層裝飾 T 恤
運動系列,NT$ 790,雙層圍裹薄紗裙
運動系列,NT$ 790,BALLET 系列連帽運動衫
運動系列,NT$ 990,寬鬆芭蕾長褲
運動系列,NT$ 890,側身結飾 T 恤
運動系列,NT$ 890,絹網雙層上衣
運動系列,NT$ 590,基本款長版緊身褲
運動系列,NT$ 790,拉鍊科技布料雨衣
運動系列,NT$ 790,腰帶運動衫
運動系列,"NT$ 2,790",撞色短版上衣
運動系列,NT$ 790,撞色滾邊褲腳短褲
運動系列,NT$ 590,短版連帽運動衫
運動系列,NT$ 790,雙色運動內衣
運動系列,NT$ 790,三色合身緊身褲
運動系列,NT$ 590,雙色運動內衣
運動系列,NT$ 790,瑜伽連體衣
運動系列,NT$ 590,科技布料棒球帽
鞋,"NT$ 3,490",雕花真皮德比鞋
鞋,"NT$ 3,490",環形拉環真皮皮鞋
鞋,"NT$ 1,490",厚底德比鞋
鞋,"NT$ 1,490",厚底莫卡辛鞋
鞋,"NT$ 1,290",橡膠厚底運動鞋
鞋,"NT$ 1,290",金屬色橡膠厚底運動鞋
鞋,"NT$ 6,490",彈性真皮平底長靴
鞋,"NT$ 3,490",天鵝絨過膝高跟長靴
鞋,"NT$ 4,490",彈性皮革及踝短靴
鞋,"NT$ 3,990",帶扣設計真皮尖頭短靴
鞋,"NT$ 2,790",金屬色真皮短靴
鞋,"NT$ 2,790",真皮平底短靴
鞋,NT$ 990,鉚釘細帶真皮芭蕾平底鞋
鞋,"NT$ 1,990",絨面真皮平底鞋
外套大衣,"NT$ 5,490",軍風大衣
外套大衣,"NT$ 2,790",軍風外套
外套大衣,"NT$ 2,790",拉鍊絨毛夾克
外套大衣,"NT$ 2,790",短版風衣
外套大衣,"NT$ 2,790",短版風衣
外套大衣,"NT$ 5,990",寶石翻領格紋大衣
外套大衣,"NT$ 3,490",金屬色飛行員夾克
外套大衣,"NT$ 2,790",垂褶翻領長版大衣
外套大衣,"NT$ 2,790",黑色漆皮雨衣
外套大衣,"NT$ 2,790",加大碼飛行員夾克
配飾,"NT$ 1,290",人造皮草圓帽
配飾,"NT$ 2,790",加大碼人造皮草披肩
配飾,NT$ 690,星球雨傘
配飾,NT$ 790,拼接布料手套
配飾,NT$ 590,素面柔軟觸感貝蕾帽
配飾,NT$ 790,5 件裝天鵝絨貼頸短頸鍊
配飾,NT$ 990,柔軟觸感素面圍巾
配飾,NT$ 990,柔軟觸感素面圍巾
配飾,NT$ 990,迷彩托特包
配飾,NT$ 990,幾何提花超柔軟圍巾
配飾,NT$ 790,柔軟絲絨手拿包
配飾,NT$ 790,柔軟絲絨手拿包
配飾,NT$ 690,柔軟絲絨手拿包
配飾,NT$ 690,柔軟絲絨手拿包
基本款,NT$ 690,紐扣 T 恤
基本款,NT$ 690,紐扣 T 恤
基本款,NT$ 690,超長版 T 恤
基本款,NT$ 690,超長版 T 恤
基本款,NT$ 690,背部加長下襬 T 恤
基本款,NT$ 690,背部加長下襬 T 恤
基本款,NT$ 690,背部加長下襬 T 恤
基本款,NT$ 590,絲質觸感 T 恤
基本款,NT$ 590,絲質觸感 T 恤
基本款,NT$ 590,絲質觸感 T 恤
基本款,NT$ 590,絲質觸感 T 恤
基本款,NT$ 450,環保棉 T 恤
基本款,NT$ 450,環保棉 T 恤
基本款,NT$ 450,環保棉 T 恤
基本款,NT$ 590,加大碼 T 恤
基本款,NT$ 590,加大碼 T 恤
基本款,NT$ 590,加大碼 T 恤
基本款,NT$ 290,基本款 T 恤
運動系列,NT$ 790,薄紗拼接連身長褲
運動系列,NT$ 590,拉鍊軟質運動外套
運動系列,NT$ 990,三色連身長褲
運動系列,"NT$ 1,190",雙色運動內衣
運動系列,"NT$ 1,290",三色運動內衣
運動系列,NT$ 590,露肩連體衣
運動系列,NT$ 690,科技布料運動衫
運動系列,NT$ 790,半透明運動上衣
短褲,"NT$ 1,490",側身打結短褲
鞋,"NT$ 2,790",真皮平底鞋
鞋,NT$ 990,綁帶真皮芭蕾平底鞋
鞋,NT$ 990,綁帶真皮芭蕾平底鞋
鞋,"NT$ 4,990",金屬細節真皮高跟長靴
鞋,"NT$ 6,490",真皮運動風過膝長靴
鞋,"NT$ 1,490",刺繡設計天鵝絨平底鞋
鞋,"NT$ 1,990",刺繡平底鞋
鞋,"NT$ 1,990",漸層染色高跟鞋
鞋,"NT$ 3,490",限量版真皮高跟鞋
鞋,"NT$ 4,990",木頭鞋底真皮高跟短靴
鞋,"NT$ 2,790",綁帶高跟短靴
鞋,"NT$ 1,990",真皮尖頭平底鞋
鞋,"NT$ 1,990",真皮尖頭平底鞋
鞋,"NT$ 2,790",鞋跟設計平底長靴
鞋,"NT$ 4,990",過膝真皮平底長靴
鞋,"NT$ 4,990",方頭高跟短靴
鞋,"NT$ 3,990",搭帶真皮高跟踝靴
鞋,"NT$ 3,490",天鵝絨過膝高跟長靴
外套大衣,"NT$ 4,490",軍風大衣
外套大衣,"NT$ 2,790",短版風衣
外套大衣,"NT$ 2,790",短版風衣
外套大衣,"NT$ 4,990",細條紋大衣
外套大衣,"NT$ 3,490",內背帶設計大衣
配飾,NT$ 790,補丁軍風手拿包
配飾,NT$ 590,閃亮星星耳環
配飾,NT$ 790,STUDIO 系列耳環組合
配飾,NT$ 790,STUDIO 系列耳環組合
配飾,NT$ 990,豹紋印花圍巾
配飾,NT$ 590,豹紋針織帽
配飾,NT$ 450,超大型絨球針織帽
配飾,NT$ 990,海軍風格條紋圍巾
配飾,NT$ 450,航海風條紋針織帽
配飾,NT$ 990,可調式抽繩拉鍊背包
配飾,NT$ 990,豹紋圍巾
基本款,NT$ 290,基本款 T 恤
基本款,NT$ 290,基本款 T 恤
基本款,NT$ 290,基本款 T 恤
基本款,NT$ 450,V 領 T 恤
基本款,NT$ 450,V 領 T 恤
基本款,NT$ 450,背部結飾 T 恤
基本款,NT$ 450,背部結飾 T 恤
基本款,NT$ 350,口袋 T 恤
基本款,NT$ 350,基本款條紋 T 恤
基本款,NT$ 350,基本款條紋 T 恤
基本款,NT$ 350,基本款條紋 T 恤
基本款,NT$ 350,基本款條紋 T 恤
基本款,NT$ 450,高領 T 恤
運動系列,NT$ 990,條紋長褲
運動系列,NT$ 590,薄紗拼接連體衣
運動系列,NT$ 990,基本款瑜伽背心
運動系列,NT$ 790,無縫線三角褲
運動系列,NT$ 590,2 雙裝密織長襪
運動系列,NT$ 450,網眼運動衫
運動系列,NT$ 450,無接縫短版上衣
運動系列,NT$ 990,斜條紋背心
運動系列,NT$ 690,側條紋泳衣
運動系列,NT$ 590,拼接短上衣
運動系列,NT$ 990,拼接短上衣
運動系列,NT$ 350,高領運動衫
運動系列,NT$ 350,透明披肩斗篷
運動系列,"NT$ 1,290",拼接運動內衣
運動系列,NT$ 890,拉鍊運動內衣
運動系列,"NT$ 1,990",網眼拼接運動衫
運動系列,NT$ 790,長緊身褲
運動系列,NT$ 690,網眼連帽夾克
運動系列,"NT$ 1,190",撞色內衣
短褲,"NT$ 1,290",動物斑紋印花短褲
短褲,"NT$ 1,490",拼接格紋褲裙
短褲,NT$ 990,人造皮短褲
短褲,NT$ 990,人造皮短褲
短褲,"NT$ 1,290",層疊短褲
短褲,"NT$ 1,290",印花短褲
短褲,"NT$ 1,290",緞面短褲
短褲,"NT$ 1,190",紐扣短褲
短褲,"NT$ 1,290",側身鑲邊帶飾短褲
短褲,"NT$ 1,290",條紋腰身短褲
短褲,"NT$ 1,290",星星印花短褲
短褲,NT$ 990,鳳梨印花短褲
鞋,"NT$ 6,490",真皮細高跟過膝長靴
鞋,"NT$ 1,990",鉚釘運動短靴
鞋,"NT$ 1,990",絨面真皮厚底橡膠底運動鞋
鞋,"NT$ 2,790",綁帶真皮平底短靴
鞋,"NT$ 3,490",彈性靴筒騎士短靴
鞋,"NT$ 3,490",金屬鞋頭真皮高跟短靴
鞋,"NT$ 3,490",真皮高跟短靴
鞋,"NT$ 1,490",綁帶低跟鞋
鞋,"NT$ 1,290",鞋後跟搭帶低跟鞋
鞋,NT$ 990,壓紋芭蕾鞋
鞋,NT$ 990,壓紋芭蕾平底鞋
鞋,"NT$ 2,790",溝紋鞋底真皮短靴
鞋,"NT$ 2,790",拉鍊平底短靴
鞋,"NT$ 2,790",金屬拉環高跟短靴
外套大衣,"NT$ 4,990",手工大衣
外套大衣,"NT$ 4,990",手工大衣
